container_count,entity_id,entity_type,event_id,event_type,origin,terminal,timestamp,wagons,weight_tons
,CP_4401,train,5a450775-eac9-4131-8025-b1a8bc82e9ea,TRAIN_DEPARTURE,,T4,2026-05-29T20:44:10.972953,12,
952,MSC_ATLAS,ship,dc7ce3fc-6bfe-4b34-b6f8-838e587ff3dc,SHIP_UNDOCKED,Rotterdam,T2,2026-05-29T20:44:52.972953,,
,CP_4401,train,32c2e58f-3edb-49df-a3c4-6985a6ae9fb0,TRAIN_UNLOADING,,T2,2026-05-29T20:45:14.972953,34,
1486,MSC_ATLAS,ship,892d4608-a4b2-4104-af7d-5545d6770247,SHIP_UNDOCKED,Singapore,T4,2026-05-29T20:45:20.972953,,
1970,MSC_ATLAS,ship,74368cc2-8b22-40ca-8e0e-2722e7bf8a0c,SHIP_UNDOCKED,Shanghai,T1,2026-05-29T20:45:36.972953,,
,CONT_776658,container,cdd3ab62-d813-4901-a14e-efae8bf08f21,CONTAINER_TRANSFER,,T3,2026-05-29T20:45:48.972953,,14.25
,TAKARGO_991,train,fdf5b32c-3472-4045-af68-f2c45b8461ff,TRAIN_DEPARTURE,,T2,2026-05-29T20:46:02.972953,24,
1319,EVER_GLOBE,ship,cb820338-f971-4614-aebd-ba87b23ecefd,SHIP_DOCKED,Valencia,T2,2026-05-29T20:46:30.972953,,
440,POSEIDON_X,ship,918dc6c4-8b26-47c2-a5f2-9e637b6c7ccf,SHIP_DEPARTURE,Valencia,T2,2026-05-29T20:46:54.972953,,
1539,MSC_ATLAS,ship,b811c1f3-f557-44d7-9779-e1f1b15d17ff,SHIP_ARRIVAL,Valencia,T4,2026-05-29T20:47:08.972953,,
,CONT_309338,container,d26c14ab-c1db-4421-952b-60b4f4b0b287,CONTAINER_LOAD,,T1,2026-05-29T20:47:24.972953,,27.57
438,MSC_ATLAS,ship,264c3025-648c-42f1-8acf-82b58b57a0e5,SHIP_ARRIVAL,Hamburg,T1,2026-05-29T20:47:51.972953,,
,CONT_887858,container,0b0d3368-799f-44ae-aa5f-56a88ebcadd9,CONTAINER_SCAN,,T3,2026-05-29T20:47:54.972953,,17.88
,CP_4401,train,ecda0469-c775-42c3-9ae8-412d0fbd808c,TRAIN_DEPARTURE,,T3,2026-05-29T20:49:00.972953,34,
1648,EVER_GLOBE,ship,a287ad13-58a3-46ee-b4cd-49c3deab7274,SHIP_UNDOCKED,Rotterdam,T3,2026-05-29T20:50:28.972953,,
,CONT_497868,container,110680c7-8c48-45aa-92ab-436f99dc1c67,CONTAINER_UNLOAD,,T4,2026-05-29T20:51:09.972953,,21.68
1152,MAERSK_NEXUS,ship,694ac8e2-c0a3-4715-b78b-a00bb31b22e6,SHIP_UNDOCKED,Shanghai,T3,2026-05-29T20:51:50.972953,,
,TAKARGO_991,train,54f63e4f-92ec-4e1b-99d9-b934df7fc71a,TRAIN_ARRIVAL,,T2,2026-05-29T20:52:19.972953,34,
1049,POSEIDON_X,ship,6f6d5a7a-86a8-4232-839b-feb1806b4663,SHIP_DEPARTURE,Singapore,T3,2026-05-29T20:52:20.972953,,
1802,POSEIDON_X,ship,8238a5e6-fa25-4c0d-89cd-4366d9cd8de1,SHIP_ARRIVAL,Shanghai,T3,2026-05-29T20:52:23.972953,,
401,EVER_GLOBE,ship,eaa46e40-1e30-4a5b-9a72-d89537cd8e4f,SHIP_DOCKED,Shanghai,T2,2026-05-29T20:52:34.972953,,
,TAKARGO_991,train,e7d31eb1-ef5a-487e-b469-a85ccd593360,TRAIN_UNLOADING,,T3,2026-05-29T20:52:39.972953,40,
,MEDWAY_778,train,5bcd3104-b953-4dc6-899f-0429cf700d39,TRAIN_UNLOADING,,T2,2026-05-29T20:53:07.972953,40,
,MEDWAY_778,train,58579033-6b18-463c-983c-2e3878bd326a,TRAIN_LOADING,,T3,2026-05-29T20:53:56.972953,11,
,TAKARGO_991,train,d4da8d2b-2fea-4e0f-b2a0-dd1f7027d129,TRAIN_UNLOADING,,T3,2026-05-29T20:54:05.972953,13,
,CP_4401,train,82ffc28f-2532-4e4c-b0fa-5d0cb578b16b,TRAIN_LOADING,,T4,2026-05-29T20:54:46.972953,38,
,CONT_865566,container,bebd0db4-51aa-49e6-9f52-546926ff78fa,CONTAINER_UNLOAD,,T2,2026-05-29T20:54:48.972953,,29.14
,CONT_607792,container,fb2f509c-c4b9-43ef-b412-9c9e3e550dd7,CONTAINER_TRANSFER,,T4,2026-05-29T20:56:30.972953,,14.94
,MEDWAY_778,train,e3250924-0aff-4967-a58b-ce06f716f773,TRAIN_DEPARTURE,,T1,2026-05-29T20:57:03.972953,14,
,MEDWAY_778,train,6c091eaf-9e95-4edf-a4ee-2bf69cb5bb7a,TRAIN_LOADING,,T3,2026-05-29T20:57:30.972953,22,
,TAKARGO_991,train,52df17d0-14e7-448d-86bc-aa789a220049,TRAIN_ARRIVAL,,T4,2026-05-29T20:59:04.972953,39,
,CP_4401,train,17ca0264-48a4-43bf-8534-511717bf68f9,TRAIN_UNLOADING,,T2,2026-05-29T21:00:13.972953,25,
,CONT_950963,container,3d6b562e-563a-4487-9bb2-877241096f59,CONTAINER_SCAN,,T4,2026-05-29T21:00:19.972953,,28.24
,CONT_351894,container,1ce397af-5650-43a1-ba4c-f12690f35efa,CONTAINER_LOAD,,T2,2026-05-29T21:01:57.972953,,15.15
1144,POSEIDON_X,ship,61202ee5-ccb8-4002-ae52-b73a38698918,SHIP_ARRIVAL,Shanghai,T1,2026-05-29T21:03:20.972953,,
,MEDWAY_778,train,51b58de1-61e8-40d0-9936-b9f965d7e31b,TRAIN_DEPARTURE,,T2,2026-05-29T21:03:51.972953,35,
,CP_4401,train,549228cc-1a67-43bd-9e84-72dd4b67b4fc,TRAIN_UNLOADING,,T3,2026-05-29T21:04:53.972953,16,
,MEDWAY_778,train,d14af256-14a1-4e6f-9031-19d68e212e35,TRAIN_ARRIVAL,,T1,2026-05-29T21:05:45.972953,20,
,MEDWAY_778,train,9831cd08-98fb-4e62-837e-65e158971641,TRAIN_LOADING,,T3,2026-05-29T21:07:04.972953,17,
,CONT_650917,container,e9c4f5c7-fbe7-4215-be28-adcd54834ff5,CONTAINER_TRANSFER,,T1,2026-05-29T21:07:54.972953,,29.89
,CP_4401,train,49561714-f340-4a6d-8452-a514863df59e,TRAIN_ARRIVAL,,T1,2026-05-29T21:07:57.972953,15,
,CONT_759442,container,ef375076-8b7a-48ca-8c59-bd5477273bc7,CONTAINER_SCAN,,T4,2026-05-29T21:10:35.972953,,10.23
,TAKARGO_991,train,e613406b-b1a1-433d-be95-032f63a27459,TRAIN_ARRIVAL,,T4,2026-05-29T21:10:35.972953,11,
1412,POSEIDON_X,ship,c4d478bb-9313-44e2-bdc8-06cff366cb1e,SHIP_DEPARTURE,Shanghai,T3,2026-05-29T21:11:34.972953,,
,MEDWAY_778,train,aa67efe2-4f23-41e2-abe3-951698d9e21c,TRAIN_UNLOADING,,T3,2026-05-29T21:12:22.972953,13,
,CONT_282886,container,fc027085-53fa-4299-920d-daaf544436e8,CONTAINER_TRANSFER,,T1,2026-05-29T21:12:40.972953,,25.72
134,EVER_GLOBE,ship,241613b3-9e26-4585-8d13-e3a03864470c,SHIP_DEPARTURE,Shanghai,T1,2026-05-29T21:12:46.972953,,
,CONT_602854,container,2237f89c-7c5e-44bf-9f31-43ce879d9b79,CONTAINER_UNLOAD,,T4,2026-05-29T21:14:04.972953,,13.2
,TAKARGO_991,train,5a908a1a-672e-40b1-8cc8-4ef1db12c9aa,TRAIN_DEPARTURE,,T3,2026-05-29T21:14:20.972953,29,
,CONT_366066,container,f2d87506-408a-45d2-a017-4364d7de3c86,CONTAINER_UNLOAD,,T3,2026-05-29T21:14:28.972953,,8.48
,CONT_731743,container,90846fdf-c768-4a80-9048-6c024f3cdcec,CONTAINER_TRANSFER,,T2,2026-05-29T21:14:34.972953,,15.01
,MEDWAY_778,train,d548c1cd-19e3-4878-af8c-974db562147f,TRAIN_LOADING,,T3,2026-05-29T21:15:03.972953,29,
,CP_4401,train,83170f0e-f286-4aff-976c-db1a3a8edc4f,TRAIN_UNLOADING,,T4,2026-05-29T21:15:21.972953,28,
,TAKARGO_991,train,9c27ca73-88e6-484e-ae3d-b588d4bad4c2,TRAIN_DEPARTURE,,T2,2026-05-29T21:15:50.972953,13,
,TAKARGO_991,train,6f50644d-a77c-4021-9bdd-8d625ecb7793,TRAIN_ARRIVAL,,T3,2026-05-29T21:15:55.972953,24,
1409,MAERSK_NEXUS,ship,7d3de714-c275-47d0-b2a5-58e54f49f81c,SHIP_ARRIVAL,Valencia,T4,2026-05-29T21:16:16.972953,,
,CP_4401,train,b1ad35fd-46f1-487c-81a5-6c7d1a21a5ec,TRAIN_DEPARTURE,,T3,2026-05-29T21:16:37.972953,40,
1532,MAERSK_NEXUS,ship,64101d39-ff6e-4de9-b481-69db967c97cf,SHIP_ARRIVAL,Shanghai,T2,2026-05-29T21:17:02.972953,,
572,POSEIDON_X,ship,b5bc0c4c-f820-41b3-b0eb-65b96d72bdea,SHIP_DEPARTURE,Shanghai,T4,2026-05-29T21:18:03.972953,,
,CP_4401,train,a0b2fde6-556a-4ed1-a6a0-06a70022c44e,TRAIN_LOADING,,T1,2026-05-29T21:19:44.972953,27,
,TAKARGO_991,train,bd708d75-4e43-43a6-a711-1ff31ef45ae0,TRAIN_DEPARTURE,,T2,2026-05-29T21:20:48.972953,37,
,MEDWAY_778,train,d398f7e0-8aa5-42d3-8531-a68537c960d4,TRAIN_ARRIVAL,,T4,2026-05-29T21:20:54.972953,40,
,CONT_205193,container,76f46d4d-9075-40b3-856f-bc9cb0441ab5,CONTAINER_LOAD,,T4,2026-05-29T21:21:57.972953,,23.52
,MEDWAY_778,train,c90ca45e-88c2-4e56-b202-d1ff985cc42a,TRAIN_LOADING,,T1,2026-05-29T21:22:35.972953,38,
,MEDWAY_778,train,b8ebb298-59ee-4dd5-af9d-f4c732865c2a,TRAIN_DEPARTURE,,T2,2026-05-29T21:22:37.972953,34,
,CP_4401,train,fd91deeb-e989-4c03-bd87-d6a4a0a657e9,TRAIN_UNLOADING,,T4,2026-05-29T21:25:01.972953,27,
1127,MSC_ATLAS,ship,50fb01e4-d2c2-4cdc-89a2-0bf44d1764dd,SHIP_DEPARTURE,Hamburg,T2,2026-05-29T21:25:29.972953,,
727,MSC_ATLAS,ship,99807355-836e-46db-895d-a8f55c0821e4,SHIP_DEPARTURE,Rotterdam,T4,2026-05-29T21:26:14.972953,,
,CP_4401,train,600b243d-172b-46bd-8d96-d1d4f2f7f097,TRAIN_DEPARTURE,,T4,2026-05-29T21:27:01.972953,13,
952,EVER_GLOBE,ship,39701cec-f6d4-47b9-864f-6a9422151faf,SHIP_DEPARTURE,Singapore,T4,2026-05-29T21:29:04.972953,,
,CP_4401,train,9b6fc3e2-d76c-42bb-892f-cc20c8b80179,TRAIN_ARRIVAL,,T4,2026-05-29T21:29:29.972953,10,
,TAKARGO_991,train,284f2501-f70e-40d0-801e-e81a65e1733a,TRAIN_UNLOADING,,T4,2026-05-29T21:30:54.972953,18,
,CP_4401,train,8da90208-90c1-4733-8c38-157f7bae6c94,TRAIN_ARRIVAL,,T2,2026-05-29T21:30:57.972953,17,
,MEDWAY_778,train,3f7f8f8c-3d70-42c2-ba91-c07ccee4e3c7,TRAIN_LOADING,,T3,2026-05-29T21:31:39.972953,17,
,CONT_665152,container,2a40ce9f-8b2c-4d04-a02b-3614b3fe0db3,CONTAINER_TRANSFER,,T2,2026-05-29T21:31:42.972953,,11.3
,CONT_673746,container,24122804-940b-4346-a4d2-201bf8db4214,CONTAINER_SCAN,,T2,2026-05-29T21:31:49.972953,,28.59
,CONT_879218,container,d535513d-a047-4c40-a3eb-adb23f47cdc3,CONTAINER_SCAN,,T2,2026-05-29T21:31:55.972953,,26.73
443,MAERSK_NEXUS,ship,533dd129-dbd1-46a1-a37c-5e1173c80fa3,SHIP_ARRIVAL,Valencia,T3,2026-05-29T21:32:34.972953,,
,CONT_744218,container,1f0b36cf-786c-4399-abe5-8c6b44c7af6e,CONTAINER_SCAN,,T2,2026-05-29T21:33:19.972953,,24.77
1770,EVER_GLOBE,ship,3232c732-b666-4e7b-b929-563ba8775186,SHIP_UNDOCKED,Hamburg,T4,2026-05-29T21:33:31.972953,,
1055,MSC_ATLAS,ship,641b9451-e0bd-4fb0-b888-17436eb0e197,SHIP_DEPARTURE,Valencia,T4,2026-05-29T21:33:52.972953,,
980,POSEIDON_X,ship,f9695b22-f152-4295-a5d1-b61112f598d6,SHIP_DOCKED,Hamburg,T1,2026-05-29T21:35:20.972953,,
,CONT_866637,container,2b33b5eb-5c82-4e99-9d4b-0c2b4bcb4797,CONTAINER_LOAD,,T1,2026-05-29T21:35:32.972953,,27.93
,TAKARGO_991,train,264c48b1-dbb8-4dbe-bf5b-8d60137c5c60,TRAIN_UNLOADING,,T1,2026-05-29T21:35:52.972953,39,
,MEDWAY_778,train,0c619526-288d-403a-bd86-d2f3c5df1fa1,TRAIN_UNLOADING,,T1,2026-05-29T21:36:08.972953,40,
,CONT_591450,container,980a3600-82d3-43a7-9925-28c89b34b71d,CONTAINER_LOAD,,T2,2026-05-29T21:37:30.972953,,15.18
,CONT_912208,container,9eb8d33e-04bb-4001-8145-697089200e9c,CONTAINER_UNLOAD,,T4,2026-05-29T21:38:49.972953,,11.22
,TAKARGO_991,train,8448d2a6-b296-4af6-82cc-4287cab41efd,TRAIN_LOADING,,T4,2026-05-29T21:39:03.972953,12,
,MEDWAY_778,train,74a8ba60-21b8-42ca-b9f9-32a507a3cd98,TRAIN_DEPARTURE,,T4,2026-05-29T21:39:26.972953,29,
,CONT_734296,container,1f99b179-142e-46a3-a677-6d8617b569ce,CONTAINER_SCAN,,T2,2026-05-29T21:39:31.972953,,16.33
,TAKARGO_991,train,5d8c72aa-5a94-4ca6-a6e9-d18df599d3fc,TRAIN_DEPARTURE,,T4,2026-05-29T21:40:41.972953,16,
651,POSEIDON_X,ship,8685ad9a-f20e-4a39-870e-abc628d0c00e,SHIP_ARRIVAL,Shanghai,T1,2026-05-29T21:40:55.972953,,
,CONT_460711,container,137f96b0-fe73-4234-baad-314918d78914,CONTAINER_LOAD,,T2,2026-05-29T21:41:36.972953,,27.79
,CONT_250364,container,5b95cefa-3754-4fdc-9647-268f906f1f5e,CONTAINER_SCAN,,T4,2026-05-29T21:42:07.972953,,23.71
,TAKARGO_991,train,ebc14bd5-02d4-4a55-8778-8ca7ea89539e,TRAIN_ARRIVAL,,T3,2026-05-29T21:42:13.972953,21,
,MEDWAY_778,train,b3668c0a-498b-46ee-a74c-049f67dc875a,TRAIN_DEPARTURE,,T3,2026-05-29T21:43:41.972953,27,
,CP_4401,train,3338a205-ee0f-42be-a1c4-10b32678a767,TRAIN_UNLOADING,,T2,2026-05-29T21:45:32.972953,10,
,TAKARGO_991,train,4aacfc46-a60e-4c03-8bcd-4c41331acf52,TRAIN_LOADING,,T1,2026-05-29T21:45:36.972953,18,
545,MSC_ATLAS,ship,48bac82e-6b65-47d7-bc8a-d66e67c648b8,SHIP_DOCKED,Shanghai,T3,2026-05-29T21:46:50.972953,,
,CONT_631155,container,6c18c950-2b67-4b70-90ee-9cc22ea15854,CONTAINER_UNLOAD,,T4,2026-05-29T21:46:57.972953,,9.38
,MEDWAY_778,train,2d0c6429-4516-4d23-93d1-b2d0de4241e0,TRAIN_UNLOADING,,T2,2026-05-29T21:47:11.972953,11,
,MEDWAY_778,train,01cdeb5f-cdce-4cbd-93b8-ef92d90d0f6a,TRAIN_ARRIVAL,,T4,2026-05-29T21:47:56.972953,20,
,CONT_291515,container,84861bd8-5837-4bf9-956c-b5cacbb25080,CONTAINER_SCAN,,T4,2026-05-29T21:48:19.972953,,14.32
,MEDWAY_778,train,d728b9f3-092f-41ab-aea8-2e3478f24fae,TRAIN_ARRIVAL,,T1,2026-05-29T21:48:29.972953,33,
,MEDWAY_778,train,09ebfa91-8ced-4a89-9c0b-30b118610a2b,TRAIN_UNLOADING,,T1,2026-05-29T21:49:22.972953,29,
,CONT_785547,container,467109d7-4761-4a41-a306-54c4b16c94e9,CONTAINER_LOAD,,T1,2026-05-29T21:49:35.972953,,6.4
1863,POSEIDON_X,ship,46944bf1-bb0f-44e4-a486-cea870ee2b0f,SHIP_DOCKED,Hamburg,T4,2026-05-29T21:49:55.972953,,
,CONT_597332,container,4114a1f6-286e-4a11-b282-9ebcc839748d,CONTAINER_SCAN,,T1,2026-05-29T21:50:05.972953,,21.34
788,POSEIDON_X,ship,e0d8a4eb-a2ef-4473-847d-390b8358e8a6,SHIP_DEPARTURE,Singapore,T4,2026-05-29T21:50:37.972953,,
,CONT_215290,container,325b8c98-cc18-4c3c-963d-e20fbe52c5cb,CONTAINER_SCAN,,T4,2026-05-29T21:52:48.972953,,19.07
349,POSEIDON_X,ship,9d2aedf6-23b1-4e90-a054-117834a44c83,SHIP_UNDOCKED,Hamburg,T1,2026-05-29T21:52:52.972953,,
,CONT_551421,container,7917da52-8447-4cbc-95c8-bd9edf5d234a,CONTAINER_UNLOAD,,T1,2026-05-29T21:53:01.972953,,8.09
,CONT_161891,container,18ceb80b-1a33-4ae7-83d4-ea608b36016e,CONTAINER_UNLOAD,,T1,2026-05-29T21:53:12.972953,,6.61
,MEDWAY_778,train,2db2000b-4fec-4490-af5a-a4d663de0a4a,TRAIN_LOADING,,T3,2026-05-29T21:54:03.972953,30,
951,EVER_GLOBE,ship,931cfd03-5558-4cda-b17f-52cfff886d96,SHIP_UNDOCKED,Singapore,T4,2026-05-29T21:54:39.972953,,
350,EVER_GLOBE,ship,4af93b00-6fe0-4865-8011-c51dbf810547,SHIP_DEPARTURE,Rotterdam,T2,2026-05-29T21:54:57.972953,,
,TAKARGO_991,train,54977d2a-c8a5-48d8-b322-b9a1f7172237,TRAIN_DEPARTURE,,T2,2026-05-29T21:54:58.972953,39,
,MEDWAY_778,train,fa42a35a-dd29-4031-9c89-4f780703ea3e,TRAIN_ARRIVAL,,T3,2026-05-29T21:55:11.972953,32,
,CONT_265582,container,0a59ff6c-9864-4fea-8518-3816d9e6cd51,CONTAINER_SCAN,,T2,2026-05-29T21:56:38.972953,,7.48
,MEDWAY_778,train,a2f6cac3-e325-419f-91f2-1b581aca0540,TRAIN_LOADING,,T2,2026-05-29T21:57:04.972953,20,
,CONT_757200,container,431e4105-4c6a-492f-9d20-eac54fc82b10,CONTAINER_LOAD,,T1,2026-05-29T21:57:22.972953,,12.88
1812,MAERSK_NEXUS,ship,a331a106-296a-4cc6-82f5-e34dd4e1040c,SHIP_DOCKED,Shanghai,T1,2026-05-29T21:58:07.972953,,
1903,POSEIDON_X,ship,a117a9a0-c765-478e-90b9-c208273f8245,SHIP_UNDOCKED,Valencia,T3,2026-05-29T21:58:25.972953,,
1646,MSC_ATLAS,ship,413b9031-2a62-4058-87f6-d3b8841de548,SHIP_UNDOCKED,Valencia,T1,2026-05-29T21:59:12.972953,,
,TAKARGO_991,train,17c2dfa0-6e70-425f-95b2-65d5adbf2372,TRAIN_DEPARTURE,,T2,2026-05-29T21:59:53.972953,32,
,CP_4401,train,7104f499-3312-4cf4-921d-c581eaf9eaa0,TRAIN_LOADING,,T3,2026-05-29T22:00:11.972953,29,
1734,MAERSK_NEXUS,ship,1b805334-41d7-468b-91d4-dd82949e932a,SHIP_ARRIVAL,Rotterdam,T1,2026-05-29T22:01:56.972953,,
,CP_4401,train,d49634c2-e9dd-4e51-abbf-364e7c4c59ad,TRAIN_LOADING,,T3,2026-05-29T22:02:14.972953,37,
,CONT_652311,container,f7d33b6d-81d5-490d-a69d-e234afc129a6,CONTAINER_TRANSFER,,T3,2026-05-29T22:03:53.972953,,7.67
566,EVER_GLOBE,ship,fbe2e997-c19d-41a6-8c62-e191c19fb2de,SHIP_ARRIVAL,Hamburg,T2,2026-05-29T22:04:29.972953,,
,CP_4401,train,75eae794-dc18-4aa7-9f3d-b17153d84227,TRAIN_UNLOADING,,T3,2026-05-29T22:04:55.972953,13,
413,POSEIDON_X,ship,8ba14282-da2e-4a67-9852-1d4c5265a33b,SHIP_ARRIVAL,Hamburg,T4,2026-05-29T22:05:13.972953,,
279,POSEIDON_X,ship,f09a2dd1-7db9-4150-a8b2-40d598738ea4,SHIP_DEPARTURE,Shanghai,T2,2026-05-29T22:05:29.972953,,
165,POSEIDON_X,ship,b4ff910a-24cd-41d2-8614-81c3a81e42b3,SHIP_DEPARTURE,Valencia,T3,2026-05-29T22:07:24.972953,,
,CP_4401,train,2b443a8e-75d2-4e33-8b80-1b09923b9109,TRAIN_DEPARTURE,,T4,2026-05-29T22:10:40.972953,23,
1715,POSEIDON_X,ship,1e34bc02-704a-4c57-b361-a2caac96c8b4,SHIP_DEPARTURE,Rotterdam,T2,2026-05-29T22:12:19.972953,,
,MEDWAY_778,train,a6fdf32d-2acd-475b-a4cf-16f1439d44f6,TRAIN_LOADING,,T3,2026-05-29T22:13:12.972953,13,
225,EVER_GLOBE,ship,26f2073a-61fb-45e7-ab2b-295b42f6a4f3,SHIP_UNDOCKED,Valencia,T2,2026-05-29T22:13:39.972953,,
,CONT_572008,container,a2384627-48d0-442a-abd7-6a7f9094aeec,CONTAINER_UNLOAD,,T1,2026-05-29T22:13:42.972953,,17.81
,CONT_105245,container,4ad0b9c6-53ef-45a9-8cf8-84ab0852511d,CONTAINER_TRANSFER,,T2,2026-05-29T22:14:03.972953,,15.21
